order_id,order_date,customer_type,product,quantity,unit_price,has_discount
ORD00118,2025-01-04,Premium,Mouse,12,25.83,True
ORD00119,2025-12-02,Regular,Mouse,3,,True
ORD00120,2025-05-29,Corporate,Laptop,15,1002.02,True
ORD00121,2025-07-03,Premium,Mouse,8,31.91,False
ORD00122,2025-11-17,Corporate,Monitor,8,297.79,True
ORD00123,2025-07-16,Corporate,Mouse,15,27.27,False
ORD00124,2025-04-15,Corporate,Keyboard,7,53.15,True
ORD00125,2025-06-10,Regular,Mouse,12,29.72,True
ORD00126,2025-12-24,Regular,Mouse,19,27.53,True
ORD00127,2025-02-08,Regular,Monitor,16,302.85,False
ORD00128,2025-03-11,Regular,Mouse,1,27.89,True
ORD00129,2025-04-13,Corporate,Keyboard,19,51.91,False
ORD00130,2025-01-13,Premium,Laptop,18,1004.54,False
ORD00131,2025-09-05,Premium,Keyboard,6,47.57,True
ORD00132,2025-04-27,Premium,Laptop,13,996.66,False
ORD00133,2025-06-29,Regular,Laptop,2,1000.18,False
ORD00134,2025-11-18,Corporate,Monitor,5,301.7,True
ORD00135,2025-02-01,Regular,Chair,14,146.27,True
ORD00136,2025-10-05,Corporate,Chair,9,154.3,False
ORD00137,2025-06-18,Regular,Keyboard,14,46.11,True
ORD00138,2025-12-24,Regular,Monitor,8,302.85,True
ORD00139,2025-11-09,Premium,Chair,3,149.42,False
ORD00140,2025-11-22,Corporate,Monitor,10,299.8,True
ORD00141,2025-12-01,Regular,Laptop,17,998.17,True
ORD00142,2025-12-25,Regular,Keyboard,14,45.92,True
ORD00143,2025-06-06,Corporate,Desk,15,202.5,False
ORD00144,2025-04-12,Regular,Desk,16,198.71,False
ORD00145,2025-10-16,,Keyboard,13,54.57,True
ORD00146,2025-01-01,Corporate,Mouse,5,26.7,True
ORD00147,2025-06-29,Premium,Laptop,18,1002.22,False
ORD00148,2025-07-04,Regular,Mouse,7,28.56,True
ORD00149,2025-02-06,Regular,Keyboard,7,50.86,True
ORD00150,2025-04-07,Regular,Desk,15,200.65,False
ORD00151,2025-10-04,Regular,Keyboard,1,46.6,True
ORD00152,2025-01-08,Corporate,Keyboard,1,45.3,False
ORD00153,2025-10-14,Regular,Mouse,1,30.2,True
ORD00154,2025-09-25,Regular,Monitor,7,304.17,False
ORD00155,2025-01-18,Regular,Keyboard,18,50.79,False
ORD00156,2025-06-13,Corporate,Chair,2,147.13,False
ORD00157,2025-03-01,Corporate,Laptop,16,998.06,False
ORD00158,2025-04-26,Corporate,Chair,14,151.55,True
ORD00159,2025-10-29,Premium,Mouse,14,28.35,False
ORD00160,2025-02-21,,Desk,3,204.79,False
ORD00161,2025-03-17,Corporate,Monitor,13,300.74,False
ORD00162,2025-10-09,Premium,Keyboard,16,54.26,True
ORD00163,2025-11-09,Corporate,Desk,20,195.41,False
ORD00164,2025-12-15,Regular,Monitor,13,296.89,True
ORD00165,2025-09-28,Regular,Chair,17,154.48,True
ORD00166,2025-06-14,Premium,Laptop,5,1003.47,False
ORD00167,2025-11-25,Regular,Monitor,15,296.86,False
ORD00168,2025-07-24,Premium,Chair,13,151.97,True
ORD00169,2025-08-28,Corporate,Monitor,14,303.77,False
ORD00170,2025-12-28,,Desk,14,196.25,False
ORD00171,2025-02-27,Regular,Laptop,19,999.16,False
ORD00172,2025-03-06,Corporate,Chair,20,145.92,True
ORD00173,2025-11-11,Regular,Keyboard,12,49.86,True
ORD00174,2025-01-09,Regular,Monitor,17,304.85,True
ORD00175,2025-11-10,Corporate,Chair,8,147.76,True
ORD00176,2025-05-07,Regular,Mouse,14,31.0,True
ORD00177,2025-10-04,Regular,Desk,17,198.82,True
ORD00178,2025-04-02,Regular,Desk,2,195.5,True
ORD00179,2025-02-11,Premium,Desk,1,,False
ORD00180,2025-05-21,Regular,Laptop,9,1000.04,True
ORD00181,2025-04-19,Corporate,Desk,9,198.39,True
ORD00182,2025-04-12,Regular,Chair,20,154.38,True
ORD00183,2025-08-02,Premium,Monitor,8,303.74,False
ORD00184,2025-03-25,Corporate,Chair,11,,False
ORD00185,2025-06-15,Corporate,Chair,14,148.19,False
ORD00186,2025-04-12,Corporate,Monitor,5,297.63,True
ORD00187,2025-10-31,Premium,Chair,3,149.54,True
ORD00188,2025-04-16,Regular,Desk,14,200.74,True
ORD00189,2025-09-28,Premium,Chair,2,147.8,False
ORD00190,2025-03-08,Regular,Monitor,20,301.03,False
ORD00191,2025-06-10,Regular,Chair,11,153.66,True
ORD00192,2025-12-14,Corporate,Monitor,18,301.65,True
ORD00193,2025-09-07,Premium,Desk,6,199.53,False
ORD00194,2025-09-23,Premium,Monitor,17,296.19,True
ORD00195,2025-10-20,Corporate,Monitor,9,297.61,True
ORD00196,2025-08-01,Premium,Desk,1,197.3,False
ORD00197,2025-03-08,Corporate,Keyboard,11,45.91,True
ORD00198,2025-04-06,,Monitor,17,299.13,False
ORD00199,2025-06-12,Premium,Keyboard,8,52.87,True
ORD00200,2025-10-19,,Laptop,7,1002.17,True
ORD00201,2025-01-23,Premium,Keyboard,1,47.54,False
ORD00202,2025-06-01,Premium,Laptop,11,995.64,True
ORD00203,2025-11-05,Corporate,Laptop,7,1002.52,False
ORD00204,2025-11-26,Corporate,Mouse,13,29.35,False
ORD00205,2025-03-15,Regular,Desk,10,202.88,False
ORD00206,2025-06-22,Regular,Chair,3,149.44,True
ORD00207,2025-04-10,Regular,Desk,5,200.78,True
ORD00208,2025-02-07,Corporate,Monitor,9,295.85,False
ORD00209,2025-01-05,Regular,Mouse,11,28.77,False
ORD00210,2025-04-11,Premium,Laptop,2,1003.64,False
ORD00211,2025-06-05,Corporate,Chair,7,149.19,True
ORD00212,2025-07-27,Premium,Laptop,13,1003.2,True
ORD00213,2025-06-09,Corporate,Monitor,6,302.65,False
ORD00214,2025-06-10,Premium,Desk,17,204.94,True
ORD00215,2025-06-22,Corporate,Monitor,5,300.8,False
ORD00216,2025-07-01,,Laptop,1,1002.43,False
ORD00217,2025-03-01,Premium,Desk,4,203.53,True
ORD00218,2025-07-03,,Chair,15,146.94,False
ORD00219,2025-06-02,Regular,Chair,16,150.63,True
ORD00220,2025-05-19,Premium,Desk,20,200.41,False
ORD00221,2025-09-08,Regular,Desk,4,196.48,True
ORD00222,2025-05-25,Premium,Desk,14,203.07,False
ORD00223,2025-08-28,Premium,Laptop,3,1000.8,False
ORD00224,2025-09-06,Corporate,Keyboard,15,51.59,False
ORD00225,2025-08-12,Premium,Laptop,12,999.14,False
ORD00226,2025-11-16,Premium,Laptop,17,999.67,False
ORD00227,2025-04-24,Corporate,Mouse,13,26.58,False
ORD00228,2025-12-20,Corporate,Mouse,12,28.88,True
ORD00229,2025-02-14,Premium,Keyboard,14,47.42,True
ORD00230,2025-05-18,Regular,Monitor,4,301.43,True
ORD00231,2025-01-18,,Mouse,17,30.3,True
ORD00232,2025-11-28,Regular,Chair,14,151.95,False
ORD00233,2025-06-12,Regular,Chair,7,151.64,True
ORD00234,2025-10-05,Premium,Desk,5,198.47,False
ORD00235,2025-09-18,Corporate,Desk,8,195.96,False
ORD00236,2025-04-26,Premium,Mouse,14,31.89,True
ORD00237,2025-08-05,Regular,Desk,4,202.01,True
ORD00238,2025-04-26,Regular,Mouse,17,33.87,True
ORD00239,2025-01-31,Corporate,Laptop,11,998.87,True
ORD00240,2025-06-18,Regular,Keyboard,18,52.93,True
ORD00241,2025-05-09,Premium,Monitor,3,296.9,False
ORD00242,2025-05-02,Regular,Laptop,5,1003.1,False
ORD00243,2025-10-27,Corporate,Monitor,20,297.24,True
ORD00244,2025-08-04,Premium,Laptop,16,1001.97,False
ORD00245,2025-02-14,Premium,Monitor,5,296.84,True
ORD00246,2025-03-02,Regular,Laptop,8,999.76,True
ORD00247,2025-08-11,Corporate,Keyboard,17,50.91,False
ORD00248,2025-01-03,Premium,Chair,4,148.6,False
ORD00249,2025-03-05,Regular,Laptop,7,1001.54,True
ORD00250,2025-05-17,Regular,Desk,7,196.86,False
ORD00251,2025-01-09,Regular,Keyboard,9,50.72,False
ORD00252,2025-06-09,Corporate,Chair,16,149.24,False
ORD00253,2025-08-21,Premium,Desk,1,204.96,True
ORD00254,2025-12-25,Regular,Keyboard,16,50.89,False
ORD00255,2025-03-26,,Monitor,15,299.84,False
ORD00256,2025-12-28,Corporate,Chair,11,154.6,True
ORD00257,2025-11-12,Corporate,Mouse,18,26.96,True
ORD00258,2025-03-22,Regular,Mouse,8,27.81,True
ORD00259,2025-07-24,,Desk,2,201.35,True
ORD00260,2025-04-11,Premium,Mouse,3,27.39,False
ORD00261,2025-03-31,,Chair,2,149.71,False
ORD00262,2025-02-09,Regular,Chair,13,153.4,False
ORD00263,2025-04-27,Premium,Chair,5,153.04,True
ORD00264,2025-08-17,Regular,Monitor,14,298.49,False
ORD00265,2025-10-20,Premium,Laptop,4,1002.71,False
ORD00266,2025-07-22,Regular,Desk,5,196.71,True
ORD00267,2025-09-08,Corporate,Desk,8,197.22,True
ORD00268,2025-03-06,Premium,Monitor,4,295.34,True
ORD00269,2025-09-23,Corporate,Monitor,17,301.02,False
ORD00270,2025-07-05,Corporate,Laptop,13,1002.85,True
ORD00271,2025-08-20,Regular,Chair,1,147.88,False
ORD00272,2025-07-02,Premium,Mouse,6,27.26,True
ORD00273,2025-04-13,Regular,Mouse,9,31.61,False
ORD00274,2025-07-12,,Laptop,19,,True
ORD00275,2025-07-18,Premium,Keyboard,18,49.78,True
ORD00276,2025-11-17,Regular,Laptop,12,996.51,True
ORD00277,2025-09-04,Regular,Desk,18,200.99,False
ORD00278,2025-09-12,Regular,Mouse,3,28.0,False
ORD00279,2025-03-15,Premium,Monitor,17,297.88,False
ORD00280,2025-07-01,Corporate,Keyboard,16,48.34,True
ORD00281,2025-03-08,Premium,Laptop,3,999.32,False
ORD00282,2025-10-28,Premium,Desk,13,204.75,True
ORD00283,2025-08-07,Corporate,Chair,17,145.49,True
ORD00284,2025-01-16,Regular,Desk,15,197.33,False
ORD00285,2025-09-01,Corporate,Monitor,2,301.5,False
ORD00286,2025-05-28,Corporate,Mouse,2,34.16,True
ORD00287,2025-10-26,Corporate,Chair,16,151.78,False
ORD00288,2025-11-04,Regular,Chair,9,149.74,False
ORD00289,2025-03-05,Corporate,Keyboard,10,,False
ORD00290,2025-06-01,Premium,Mouse,12,31.82,False
ORD00291,2025-03-07,Regular,Monitor,8,297.67,True
ORD00292,2025-10-07,Regular,Desk,7,202.33,False
ORD00293,2025-01-07,Premium,Mouse,1,26.09,True
ORD00294,2025-11-05,Regular,Laptop,18,998.31,True
ORD00295,2025-07-07,Corporate,Keyboard,4,48.05,True
ORD00296,2025-09-21,Premium,Desk,13,195.54,False
ORD00297,2025-11-09,Corporate,Keyboard,7,48.68,False
ORD00298,2025-05-21,,Desk,18,201.36,False
ORD00299,2025-10-22,Premium,Mouse,20,,False
ORD00300,2025-11-04,Premium,Laptop,6,1002.6,True
ORD00301,2025-05-14,Premium,Laptop,8,997.35,False
ORD00302,2025-04-30,Corporate,Laptop,5,998.81,False
ORD00303,2025-08-05,Corporate,Keyboard,7,46.02,True
ORD00304,2025-11-30,Corporate,Mouse,2,29.81,False
ORD00305,2025-08-15,Regular,Mouse,2,32.36,True
ORD00306,2025-06-03,Corporate,Keyboard,13,51.99,False
ORD00307,2025-09-03,Corporate,Keyboard,9,54.0,True
ORD00308,2025-08-27,,Chair,17,151.95,False
ORD00309,2025-01-03,Regular,Desk,18,204.57,True
ORD00310,2025-12-06,Corporate,Mouse,4,30.92,False
ORD00311,2025-05-19,Regular,Keyboard,4,45.31,False
ORD00312,2025-09-29,,Laptop,1,995.36,False
ORD00313,2025-09-16,Corporate,Desk,11,199.31,True
ORD00314,2025-07-05,,Chair,2,151.57,True
ORD00315,2025-12-19,,Laptop,15,998.92,False
ORD00316,2025-02-27,Regular,Laptop,5,1004.44,True
ORD00317,2025-10-09,Premium,Mouse,4,,True
ORD00318,2025-02-03,Regular,Mouse,19,27.55,True
ORD00319,2025-09-30,Premium,Laptop,1,,True
ORD00320,2025-01-25,Regular,Keyboard,17,53.13,True
ORD00321,2025-08-25,Corporate,Monitor,12,296.88,True
ORD00322,2025-04-22,Corporate,Chair,13,146.46,True
ORD00323,2025-01-08,Corporate,Monitor,10,296.64,False
ORD00324,2025-11-21,Regular,Keyboard,14,54.78,True
ORD00325,2025-07-05,Regular,Keyboard,5,51.13,False
ORD00326,2025-02-27,Corporate,Keyboard,12,51.56,True
ORD00327,2025-10-02,Premium,Desk,10,199.48,True
ORD00328,2025-08-12,Premium,Keyboard,13,46.67,False
ORD00329,2025-10-27,Corporate,Desk,2,203.9,True
ORD00330,2025-03-25,Regular,Monitor,14,,True
ORD00331,2025-08-01,Corporate,Monitor,11,301.46,True
ORD00332,2025-03-14,Regular,Laptop,17,995.96,False
ORD00333,2025-10-12,Premium,Mouse,17,30.81,False
ORD00334,2025-07-30,Premium,Monitor,13,298.4,True
ORD00335,2025-05-15,Premium,Keyboard,4,45.33,False
ORD00336,2025-08-02,Corporate,Mouse,4,29.92,False
ORD00337,2025-09-19,Premium,Chair,3,149.39,True
ORD00338,2025-08-06,Corporate,Laptop,20,995.76,False
ORD00339,2025-01-14,Corporate,Laptop,14,995.31,False
ORD00340,2025-04-01,Corporate,Monitor,18,304.91,False
ORD00341,2025-07-14,Regular,Chair,18,147.6,True
ORD00342,2025-08-25,Corporate,Chair,1,147.7,True
ORD00343,2025-05-22,Premium,Monitor,8,301.21,False
ORD00344,2025-03-16,Regular,Keyboard,19,49.1,True
ORD00345,2025-06-18,Corporate,Monitor,17,300.84,False
ORD00346,2025-09-14,Regular,Laptop,13,1003.76,False
ORD00347,2025-11-06,Corporate,Desk,18,196.09,False
ORD00348,2025-05-25,Corporate,Keyboard,19,47.31,False
ORD00349,2025-09-25,Premium,Mouse,2,31.29,False
ORD00350,2025-03-04,Corporate,Mouse,6,33.07,False
ORD00351,2025-12-12,Regular,Chair,2,151.08,False
ORD00352,2025-08-22,Regular,Monitor,10,298.65,True
ORD00353,2025-03-11,Corporate,Chair,14,153.52,False
ORD00354,2025-02-16,Regular,Monitor,19,295.72,True
ORD00355,2025-07-17,Premium,Mouse,7,30.5,False
ORD00356,2025-02-03,Premium,Monitor,7,,True
ORD00357,2025-06-26,Corporate,Monitor,7,297.7,True
ORD00358,2025-04-10,Regular,Keyboard,1,53.0,True
ORD00359,2025-04-27,Corporate,Keyboard,4,53.21,True
ORD00360,2025-07-25,Corporate,Desk,12,199.13,False
ORD00361,2025-12-16,Regular,Chair,7,150.16,True
ORD00362,2025-02-21,Regular,Laptop,5,,True
ORD00363,2025-07-08,Regular,Desk,18,204.75,False
ORD00364,2025-06-27,Regular,Mouse,4,30.95,True
ORD00365,2025-10-06,Corporate,Laptop,19,997.96,True
ORD00366,2025-10-23,,Monitor,12,301.23,False
ORD00367,2025-12-11,Regular,Desk,10,195.09,False
ORD00368,2025-11-02,Corporate,Mouse,18,29.84,True
ORD00369,2025-11-08,Premium,Laptop,9,998.89,False
ORD00370,2025-12-12,,Mouse,9,26.8,False
ORD00371,2025-10-22,Regular,Desk,2,200.43,True
ORD00372,2025-07-30,Premium,Mouse,6,29.21,True
ORD00373,2025-05-04,Corporate,Mouse,7,30.1,True
ORD00374,2025-03-31,Premium,Keyboard,12,51.45,True
ORD00375,2025-09-04,Premium,Desk,8,195.04,False
ORD00376,2025-10-22,Regular,Laptop,2,1002.16,True
ORD00377,2025-06-01,Corporate,Desk,11,201.4,True
ORD00378,2025-12-13,Corporate,Keyboard,10,49.81,True
ORD00379,2025-12-12,Regular,Chair,4,146.67,False
ORD00380,2025-01-12,Premium,Desk,13,197.36,True
ORD00381,2025-02-13,Regular,Chair,4,148.81,False
ORD00382,2025-02-25,Corporate,Mouse,12,33.5,True
ORD00383,2025-04-30,Corporate,Keyboard,14,51.79,False
ORD00384,2025-09-13,Regular,Mouse,11,28.27,False
ORD00385,2025-01-05,Regular,Laptop,7,1002.86,True
ORD00386,2025-09-18,Corporate,Laptop,17,1004.74,False
ORD00387,2025-10-18,Premium,Monitor,7,303.63,True
ORD00388,2025-04-27,Premium,Monitor,11,297.03,True
ORD00389,2025-07-25,Premium,Mouse,12,33.38,True
ORD00390,2025-02-08,Corporate,Mouse,19,27.72,False
ORD00391,2025-06-23,Premium,Laptop,16,999.22,True
ORD00392,2025-08-02,Premium,Keyboard,16,46.38,False
ORD00393,2025-11-10,Corporate,Desk,20,198.15,False
ORD00394,2025-12-11,Regular,Monitor,18,302.18,False
ORD00395,2025-05-05,Regular,Mouse,15,33.0,False
ORD00396,2025-03-21,Corporate,Desk,9,201.85,True
ORD00397,2025-05-26,Regular,Desk,6,197.49,True
ORD00398,2025-01-15,Regular,Chair,20,152.06,True
ORD00399,2025-10-17,Premium,,7,203.1,True
ORD00400,2025-11-28,Regular,Monitor,20,299.79,True
ORD00401,2025-03-07,Premium,Chair,14,151.65,True
ORD00402,2025-04-09,Corporate,Mouse,17,32.82,False
ORD00403,2025-10-25,Premium,Keyboard,18,50.94,True
ORD00404,2025-07-04,Premium,Desk,14,202.12,False
ORD00405,2025-10-15,Corporate,Chair,6,153.34,False
ORD00406,2025-06-20,Corporate,Laptop,2,998.51,False
ORD00407,2025-01-10,Corporate,Keyboard,16,46.3,True
ORD00408,2025-07-17,Corporate,Chair,11,147.05,False
ORD00409,2025-11-27,Premium,Desk,14,197.17,False
ORD00410,2025-07-17,Corporate,Mouse,17,32.63,True
ORD00411,2025-03-29,Corporate,Keyboard,14,50.68,False
ORD00412,2025-10-18,Premium,Laptop,8,1001.55,False
ORD00413,2025-11-23,Regular,Laptop,10,1003.47,True
ORD00414,2025-11-17,Regular,Desk,6,198.86,True
ORD00415,2025-06-06,Regular,Mouse,7,25.61,False
ORD00416,2025-07-23,Premium,Laptop,15,997.71,True
ORD00417,2025-07-29,Regular,Laptop,1,1001.92,False
ORD00418,2025-09-17,Regular,Laptop,3,1002.85,True
ORD00419,2025-01-20,Corporate,Desk,1,202.22,False
ORD00420,2025-11-25,Corporate,Keyboard,13,48.13,False
ORD00421,2025-11-26,Corporate,Mouse,12,29.37,True
ORD00422,2025-08-17,,Keyboard,3,54.56,True
ORD00423,2025-04-07,Premium,Monitor,14,301.55,False
ORD00424,2025-02-09,Regular,Chair,7,154.4,True
ORD00425,2025-02-13,Regular,Chair,19,146.63,True
ORD00426,2025-02-18,Regular,,12,31.49,False
ORD00427,2025-01-10,Premium,Laptop,5,1001.31,False
ORD00428,2025-05-29,,Desk,10,199.03,True
ORD00429,2025-09-22,Premium,Desk,10,200.52,False
ORD00430,2025-05-18,Regular,Monitor,13,301.94,True
ORD00431,2025-12-11,Regular,Desk,14,201.23,True
ORD00432,2025-12-04,Corporate,Laptop,18,,False
ORD00433,2025-10-29,Regular,Chair,4,146.88,True
ORD00434,2025-04-08,Corporate,Mouse,15,29.28,True
ORD00435,2025-04-03,Corporate,Mouse,15,34.32,True
ORD00436,2025-08-28,Corporate,Chair,3,148.11,False
ORD00437,2025-01-30,Corporate,Keyboard,16,49.67,True
ORD00438,2025-11-30,Regular,Monitor,16,303.19,True
ORD00439,2025-04-18,Premium,Monitor,17,296.36,True
ORD00440,2025-06-22,Premium,Desk,5,204.89,False
ORD00441,2025-08-05,Regular,Desk,13,201.74,False
ORD00442,2025-06-03,Corporate,Keyboard,13,53.3,False
ORD00443,2025-11-17,Corporate,Chair,20,148.25,False
ORD00444,2025-08-15,Regular,Keyboard,17,54.08,True
ORD00445,2025-09-21,Premium,Monitor,4,,True
ORD00446,2025-10-20,Premium,Desk,14,198.22,False
ORD00447,2025-01-30,Corporate,Mouse,19,31.83,False
ORD00448,2025-02-11,Premium,Chair,19,148.61,True
ORD00449,2025-10-28,Regular,Mouse,14,29.16,True
ORD00450,2025-03-12,Premium,Mouse,19,32.26,True
ORD00451,2025-02-06,Regular,Monitor,16,302.48,False
ORD00452,2025-07-02,Corporate,Keyboard,12,53.04,False
ORD00453,2025-01-17,Regular,Monitor,13,295.58,False
ORD00454,2025-11-06,Regular,Laptop,18,1001.27,True
ORD00455,2025-02-28,Corporate,,9,146.54,True
ORD00456,2025-08-29,Corporate,Mouse,9,34.05,False
ORD00457,2025-11-18,Premium,Laptop,18,1003.6,True
ORD00458,2025-07-04,Premium,Monitor,17,299.83,True
ORD00459,2025-08-30,Premium,Mouse,11,33.57,False
ORD00460,2025-02-18,Regular,Keyboard,2,48.76,False
ORD00461,2025-02-26,Regular,,1,27.83,False
ORD00462,2025-11-03,Regular,Mouse,4,25.53,False
ORD00463,2025-06-22,Regular,Keyboard,14,49.57,True
ORD00464,2025-03-15,Corporate,Desk,6,203.05,False
ORD00465,2025-04-10,Corporate,Chair,9,152.64,False
ORD00466,2025-03-15,Regular,Monitor,9,303.91,True
